C,alpha/C,digit/C,whitespace/C,spe_ch/C,W,short words/W,avg_W_len,unique_W/W,class
29,0.827586207,0,0.137931034,0.034482759,5,0.8,5,1,ham
34,0.794117647,0,0.176470588,0.029411765,7,0.571428571,4,1,ham
52,0.826923077,0,0.153846154,0.019230769,9,0.777777778,4.888888889,1,ham
33,0.727272727,0,0.060606061,0.212121212,3,0.666666667,10.33333333,1,ham
85,0.729411765,0,0.223529412,0.047058824,20,0.6,3.3,0.8,ham
31,0.838709677,0,0.129032258,0.032258065,5,1,5.4,1,ham
111,0.684684685,0.072072072,0.171171171,0.072072072,20,0.75,4.6,1,spam
78,0.794871795,0,0.179487179,0.025641026,15,0.666666667,4.266666667,0.933333333,ham
49,0.775510204,0,0.183673469,0.040816327,10,0.9,4,1,ham
63,0.746031746,0,0.222222222,0.031746032,15,0.6,3.266666667,0.933333333,ham
145,0.772413793,0,0.2,0.027586207,30,0.766666667,3.866666667,0.866666667,ham
129,0.782945736,0,0.209302326,0.007751938,28,0.785714286,3.642857143,0.821428571,ham
45,0.666666667,0.022222222,0.155555556,0.155555556,8,0.875,4.75,0.875,ham
200,0.81,0,0.165,0.025,34,0.794117647,4.911764706,0.882352941,ham
150,0.686666667,0.146666667,0.146666667,0.02,23,0.695652174,5.565217391,1,spam
148,0.608108108,0.189189189,0.141891892,0.060810811,22,0.727272727,5.772727273,0.909090909,spam
165,0.775757576,0,0.181818182,0.042424242,31,0.774193548,4.35483871,0.709677419,ham
84,0.761904762,0,0.19047619,0.047619048,17,0.823529412,4,0.941176471,ham
38,0.684210526,0,0.131578947,0.184210526,6,0.666666667,5.5,0.666666667,ham
15,0.666666667,0,0.2,0.133333333,4,0.25,3,1,ham
31,0.838709677,0,0.129032258,0.032258065,5,1,5.4,1,ham
88,0.772727273,0,0.170454545,0.056818182,16,0.75,4.5625,0.9375,ham
159,0.748427673,0,0.20754717,0.044025157,34,0.647058824,3.705882353,0.911764706,ham
50,0.74,0,0.22,0.04,12,0.583333333,3.25,1,ham
164,0.682926829,0.109756098,0.146341463,0.06097561,25,0.72,5.6,0.88,spam
129,0.705426357,0.131782946,0.11627907,0.046511628,16,0.875,7.125,1,spam
26,0.769230769,0,0.153846154,0.076923077,5,0.8,4.4,1,ham
30,0.8,0,0.166666667,0.033333333,6,0.833333333,4.166666667,1,ham
128,0.71875,0,0.21875,0.0625,29,0.75862069,3.448275862,0.793103448,ham
34,0.705882353,0,0.235294118,0.058823529,9,0.555555556,2.888888889,1,ham
52,0.673076923,0,0.211538462,0.153846154,12,0.833333333,3.583333333,0.833333333,ham
162,0.771604938,0,0.222222222,0.00617284,37,0.702702703,3.405405405,0.810810811,ham
156,0.737179487,0.08974359,0.16025641,0.012820513,26,0.807692308,5.038461538,0.961538462,spam
23,0.826086957,0,0.173913043,0,5,1,3.8,1,ham
53,0.735849057,0,0.150943396,0.113207547,9,1,5,0.888888889,ham
131,0.79389313,0,0.183206107,0.022900763,25,0.8,4.28,0.96,ham
36,0.833333333,0,0.166666667,0,7,0.714285714,4.285714286,1,ham
143,0.783216783,0,0.181818182,0.034965035,27,0.814814815,4.333333333,0.888888889,ham
299,0.769230769,0,0.18729097,0.043478261,57,0.842105263,4.263157895,0.894736842,ham
58,0.810344828,0,0.189655172,0,12,0.666666667,3.916666667,1,ham
42,0.69047619,0,0.19047619,0.119047619,9,0.888888889,3.777777778,1,ham
41,0.609756098,0.073170732,0.219512195,0.097560976,10,0.7,3.2,1,ham
148,0.72972973,0.108108108,0.141891892,0.02027027,22,0.772727273,5.772727273,0.909090909,spam
22,0.727272727,0.045454545,0.227272727,0,6,0.5,2.833333333,1,ham
31,0.806451613,0,0.161290323,0.032258065,6,0.833333333,4.333333333,1,ham
30,0.8,0,0.2,0,7,0.857142857,3.428571429,1,ham
155,0.709677419,0.103225806,0.161290323,0.025806452,26,0.807692308,5,1,spam
47,0.765957447,0,0.170212766,0.063829787,9,0.777777778,4.333333333,1,ham
25,0.68,0,0.16,0.16,5,0.6,4.2,1,ham
79,0.784810127,0,0.189873418,0.025316456,16,0.8125,4,0.9375,ham
22,0.772727273,0,0.181818182,0.045454545,5,0.8,3.6,1,ham
115,0.747826087,0,0.234782609,0.017391304,28,0.642857143,3.142857143,0.821428571,ham
55,0.709090909,0.054545455,0.2,0.054545455,12,0.833333333,3.75,0.916666667,ham
102,0.823529412,0,0.147058824,0.029411765,16,0.9375,5.4375,1,ham
118,0.745762712,0.008474576,0.211864407,0.033898305,26,0.730769231,3.576923077,0.884615385,ham
220,0.786363636,0,0.190909091,0.022727273,43,0.860465116,4.139534884,0.76744186,ham
199,0.824120603,0,0.145728643,0.030150754,30,0.8,5.666666667,0.9,ham
114,0.771929825,0,0.131578947,0.096491228,16,0.8125,6.1875,1,ham
157,0.585987261,0.178343949,0.197452229,0.038216561,32,0.78125,3.9375,0.78125,spam
39,0.769230769,0,0.205128205,0.025641026,9,0.777777778,3.444444444,1,ham
36,0.805555556,0,0.166666667,0.027777778,7,1,4.285714286,1,ham
48,0.8125,0,0.166666667,0.020833333,9,0.888888889,4.444444444,1,ham
74,0.77027027,0,0.189189189,0.067567568,15,0.666666667,4.133333333,0.866666667,ham
59,0.779661017,0,0.220338983,0,14,0.642857143,3.285714286,0.928571429,ham
168,0.779761905,0,0.18452381,0.035714286,32,0.8125,4.28125,0.96875,ham
51,0.784313725,0,0.156862745,0.058823529,9,0.777777778,4.777777778,1,ham
22,0.909090909,0,0.090909091,0,3,1,6.666666667,1,ham
152,0.809210526,0,0.131578947,0.059210526,21,0.80952381,6.285714286,0.857142857,ham
75,0.786666667,0,0.213333333,0,17,0.764705882,3.470588235,1,ham
30,0.766666667,0,0.233333333,0,8,0.5,2.875,1,ham
92,0.684782609,0,0.206521739,0.108695652,20,0.8,3.65,0.85,ham
24,0.791666667,0,0.166666667,0.041666667,5,0.8,4,1,ham
49,0.489795918,0.387755102,0.102040816,0.020408163,6,1,7.333333333,1,spam
35,0.8,0,0.171428571,0.028571429,7,0.714285714,4.142857143,1,ham
29,0.793103448,0,0.206896552,0,7,0.714285714,3.285714286,1,ham
107,0.682242991,0.093457944,0.158878505,0.065420561,18,0.888888889,5,1,spam
64,0.78125,0,0.203125,0.015625,14,0.714285714,3.642857143,1,ham
159,0.591194969,0.194968553,0.194968553,0.018867925,32,0.65625,4,0.90625,spam
48,0.770833333,0,0.145833333,0.083333333,8,1,5.125,1,ham
162,0.709876543,0.117283951,0.160493827,0.012345679,27,0.814814815,5.037037037,1,spam
24,0.708333333,0,0.166666667,0.125,5,0.6,4,1,ham
137,0.649635036,0.153284672,0.153284672,0.04379562,22,0.954545455,5.272727273,1,spam
246,0.711382114,0.036585366,0.138211382,0.12195122,35,0.771428571,6.114285714,0.885714286,ham
25,0.68,0,0.2,0.12,6,0.666666667,3.333333333,0.833333333,ham
27,0.740740741,0,0.111111111,0.148148148,4,1,6,1,ham
37,0.810810811,0,0.162162162,0.027027027,7,0.857142857,4.428571429,0.857142857,ham
69,0.68115942,0.014492754,0.217391304,0.086956522,16,0.5,3.375,1,ham
149,0.711409396,0,0.181208054,0.11409396,28,0.607142857,4.392857143,0.857142857,ham
24,0.791666667,0,0.166666667,0.041666667,5,0.6,4,1,ham
80,0.825,0,0.175,0,15,0.666666667,4.4,0.933333333,ham
157,0.617834395,0.210191083,0.159235669,0.012738854,26,0.961538462,5.076923077,0.961538462,spam
25,0.84,0,0.12,0.04,4,1,5.5,1,ham
72,0.736111111,0,0.152777778,0.125,12,0.833333333,5.166666667,0.916666667,ham
85,0.635294118,0,0.211764706,0.2,19,0.578947368,3.736842105,0.684210526,ham
57,0.789473684,0,0.192982456,0.01754386,12,0.833333333,3.833333333,1,ham
36,0.861111111,0,0.138888889,0,6,1,5.166666667,1,ham
75,0.76,0.026666667,0.186666667,0.026666667,15,0.733333333,4.066666667,1,ham
47,0.744680851,0,0.212765957,0.042553191,11,0.727272727,3.363636364,0.818181818,ham
104,0.778846154,0,0.144230769,0.076923077,16,0.8125,5.5625,1,ham
38,0.710526316,0,0.184210526,0.105263158,8,0.625,3.875,1,ham
69,0.637681159,0,0.231884058,0.130434783,17,0.647058824,3.117647059,0.882352941,ham
21,0.80952381,0,0.142857143,0.047619048,4,1,4.5,1,ham
122,0.81147541,0,0.131147541,0.057377049,17,0.882352941,6.235294118,1,ham
91,0.769230769,0,0.197802198,0.032967033,19,0.789473684,3.842105263,1,ham
64,0.8125,0,0.171875,0.015625,12,0.833333333,4.416666667,1,ham
73,0.780821918,0,0.178082192,0.04109589,14,0.857142857,4.285714286,0.928571429,ham
42,0.714285714,0,0.19047619,0.095238095,9,1,3.777777778,1,ham
17,0.529411765,0.117647059,0.176470588,0.176470588,4,0.75,3.5,1,ham
13,0.846153846,0,0.076923077,0.076923077,2,1,6,1,ham
45,0.8,0,0.2,0,10,0.9,3.6,1,ham
57,0.754385965,0,0.140350877,0.105263158,9,0.777777778,5.444444444,1,ham
105,0.79047619,0,0.19047619,0.019047619,21,0.80952381,4.047619048,0.952380952,ham
163,0.644171779,0.116564417,0.165644172,0.073619632,28,0.857142857,4.857142857,1,spam
47,0.765957447,0,0.191489362,0.042553191,10,0.7,3.8,1,ham
116,0.74137931,0,0.206896552,0.051724138,25,0.64,3.68,0.76,ham
158,0.810126582,0,0.170886076,0.018987342,28,0.928571429,4.678571429,0.892857143,ham
76,0.710526316,0.039473684,0.210526316,0.039473684,17,0.705882353,3.529411765,0.823529412,ham
142,0.830985915,0,0.147887324,0.021126761,22,0.818181818,5.5,0.909090909,ham
62,0.758064516,0,0.225806452,0.016129032,15,0.666666667,3.2,1,ham
71,0.802816901,0,0.169014085,0.028169014,13,0.923076923,4.538461538,1,ham
174,0.724137931,0.074712644,0.16091954,0.040229885,29,0.965517241,5.034482759,0.931034483,spam
28,0.785714286,0,0.178571429,0.035714286,6,0.833333333,3.833333333,1,ham
29,0.75862069,0,0.24137931,0,8,0.375,2.75,1,ham
146,0.753424658,0,0.184931507,0.075342466,28,0.75,4.321428571,0.857142857,ham
83,0.795180723,0,0.180722892,0.024096386,16,0.8125,4.25,1,ham
37,0.783783784,0,0.189189189,0.027027027,8,0.875,3.75,1,ham
43,0.651162791,0.046511628,0.23255814,0.069767442,11,0.636363636,3,1,ham
45,0.8,0,0.155555556,0.044444444,8,0.875,4.75,1,ham
161,0.658385093,0.149068323,0.161490683,0.031055901,27,0.851851852,5,0.962962963,spam
49,0.816326531,0,0.163265306,0.020408163,9,0.888888889,4.555555556,1,ham
294,0.772108844,0.003401361,0.176870748,0.057823129,53,0.849056604,4.622641509,0.773584906,ham
159,0.710691824,0.081761006,0.163522013,0.044025157,27,0.814814815,4.925925926,0.888888889,spam
125,0.704,0.016,0.2,0.08,26,0.769230769,3.846153846,1,ham
51,0.784313725,0,0.196078431,0.019607843,11,0.636363636,3.727272727,1,ham
28,0.714285714,0,0.142857143,0.142857143,5,0.8,4.8,1,ham
34,0.823529412,0,0.088235294,0.088235294,4,1,7.75,1,ham
45,0.733333333,0.022222222,0.2,0.044444444,10,0.7,3.6,1,ham
81,0.802469136,0,0.172839506,0.024691358,15,0.933333333,4.466666667,0.933333333,ham
27,0.777777778,0,0.222222222,0,7,0.571428571,3,1,ham
88,0.806818182,0,0.181818182,0.011363636,17,0.764705882,4.235294118,0.941176471,ham
18,0.722222222,0,0.111111111,0.166666667,3,0.666666667,5.333333333,1,ham
54,0.740740741,0,0.185185185,0.074074074,11,0.818181818,4,1,ham
55,0.854545455,0,0.145454545,0,9,0.777777778,5.222222222,1,ham
45,0.733333333,0.022222222,0.222222222,0.022222222,11,0.636363636,3.181818182,1,ham
145,0.731034483,0.096551724,0.151724138,0.020689655,23,0.869565217,5.347826087,0.869565217,spam
40,0.825,0,0.15,0.025,7,0.857142857,4.857142857,1,ham
105,0.761904762,0.019047619,0.2,0.019047619,22,0.727272727,3.818181818,0.863636364,ham
50,0.76,0,0.2,0.04,11,0.727272727,3.636363636,1,ham
119,0.781512605,0,0.210084034,0.008403361,26,0.692307692,3.615384615,0.846153846,ham
157,0.624203822,0.152866242,0.165605096,0.057324841,27,0.777777778,4.851851852,1,spam
31,0.838709677,0,0.129032258,0.032258065,5,1,5.4,1,ham
32,0.6875,0,0.1875,0.1875,7,0.571428571,4,0.714285714,ham
32,0.75,0,0.1875,0.0625,7,0.857142857,3.714285714,1,ham
16,0.625,0,0.125,0.25,3,1,4.666666667,1,ham
67,0.71641791,0,0.194029851,0.089552239,14,0.571428571,3.857142857,0.928571429,ham
55,0.781818182,0,0.181818182,0.036363636,11,0.636363636,4.090909091,0.909090909,ham
42,0.80952381,0.023809524,0.142857143,0.023809524,7,1,5.142857143,1,ham
23,0.826086957,0,0.173913043,0,5,0.8,3.8,1,ham
148,0.743243243,0.006756757,0.22972973,0.02027027,35,0.542857143,3.257142857,0.628571429,ham
21,0.666666667,0,0.19047619,0.142857143,5,0.8,3.4,1,ham
23,0.869565217,0,0.086956522,0.043478261,3,1,7,1,ham
40,0.7,0,0.175,0.125,8,0.625,4.125,1,ham
170,0.552941176,0.241176471,0.152941176,0.052941176,27,0.814814815,5.333333333,1,spam
117,0.735042735,0.008547009,0.213675214,0.042735043,26,0.653846154,3.538461538,0.961538462,ham
61,0.819672131,0,0.163934426,0.016393443,11,0.818181818,4.636363636,1,ham
166,0.740963855,0,0.186746988,0.072289157,32,0.84375,4.21875,0.9375,ham
24,0.833333333,0,0.083333333,0.083333333,3,1,7.333333333,1,ham
136,0.661764706,0.066176471,0.183823529,0.088235294,26,0.653846154,4.269230769,1,ham
98,0.755102041,0.010204082,0.224489796,0.010204082,23,0.695652174,3.304347826,0.956521739,ham
45,0.733333333,0,0.088888889,0.177777778,5,1,8.2,1,ham
23,0.739130435,0,0.173913043,0.086956522,5,0.6,3.8,1,ham
25,0.72,0,0.12,0.16,4,1,5.5,1,ham
147,0.659863946,0.12244898,0.163265306,0.054421769,25,0.84,4.92,0.96,spam
26,0.769230769,0,0.115384615,0.115384615,4,1,5.75,1,ham
146,0.671232877,0.068493151,0.212328767,0.047945205,32,0.6875,3.59375,0.875,spam
89,0.808988764,0,0.134831461,0.056179775,13,0.846153846,5.923076923,0.923076923,spam
163,0.773006135,0,0.220858896,0.018404908,37,0.621621622,3.486486486,0.837837838,ham
117,0.811965812,0,0.162393162,0.025641026,20,0.85,4.9,0.95,ham
46,0.782608696,0,0.173913043,0.043478261,9,0.666666667,4.222222222,1,ham
26,0.807692308,0,0.192307692,0,6,0.666666667,3.5,1,ham
28,0.821428571,0,0.178571429,0,6,0.833333333,3.833333333,1,ham
31,0.774193548,0,0.161290323,0.064516129,6,0.833333333,4.333333333,1,ham
144,0.597222222,0.166666667,0.159722222,0.076388889,24,0.833333333,5.041666667,1,spam
57,0.701754386,0.01754386,0.210526316,0.070175439,13,0.538461538,3.461538462,1,ham
159,0.597484277,0.150943396,0.169811321,0.081761006,28,0.714285714,4.714285714,1,spam
42,0.761904762,0,0.19047619,0.047619048,9,0.777777778,3.777777778,1,ham
111,0.774774775,0.045045045,0.171171171,0.009009009,20,0.9,4.6,1,spam
36,0.805555556,0,0.138888889,0.055555556,6,0.833333333,5.166666667,1,ham
145,0.544827586,0.275862069,0.124137931,0.055172414,19,1,6.684210526,1,spam
50,0.76,0,0.1,0.14,6,0.666666667,7.5,1,ham
33,0.727272727,0,0.060606061,0.212121212,3,0.666666667,10.33333333,1,ham
15,0.6,0,0.133333333,0.266666667,3,0.666666667,4.333333333,1,ham
176,0.755681818,0.005681818,0.210227273,0.028409091,38,0.763157895,3.657894737,0.868421053,ham
158,0.772151899,0,0.208860759,0.018987342,34,0.764705882,3.676470588,0.882352941,ham
62,0.774193548,0,0.177419355,0.048387097,12,0.833333333,4.25,1,ham
84,0.785714286,0,0.19047619,0.023809524,17,0.764705882,4,1,ham
84,0.80952381,0,0.166666667,0.023809524,15,0.8,4.666666667,0.8,ham
56,0.785714286,0,0.196428571,0.017857143,12,0.666666667,3.75,1,ham
96,0.78125,0.0625,0.09375,0.0625,10,1,8.7,1,spam
168,0.761904762,0,0.154761905,0.083333333,27,0.777777778,5.259259259,0.925925926,ham
76,0.736842105,0,0.210526316,0.052631579,17,0.764705882,3.529411765,0.882352941,ham
47,0.723404255,0.021276596,0.212765957,0.042553191,11,0.636363636,3.363636364,1,ham
130,0.784615385,0,0.192307692,0.023076923,26,0.807692308,4.038461538,0.884615385,ham
23,0.826086957,0,0.130434783,0.043478261,4,1,5,1,ham
149,0.771812081,0,0.208053691,0.020134228,32,0.65625,3.6875,0.78125,ham
31,0.806451613,0,0.193548387,0,7,0.857142857,3.571428571,1,ham
20,0.55,0,0.2,0.35,5,0.6,3.6,0.6,ham
101,0.742574257,0.00990099,0.207920792,0.03960396,22,0.681818182,3.636363636,0.909090909,ham
278,0.78057554,0,0.197841727,0.021582734,56,0.839285714,3.982142857,0.803571429,ham
53,0.811320755,0,0.150943396,0.037735849,9,0.888888889,5,1,ham
119,0.823529412,0,0.168067227,0.008403361,21,0.714285714,4.714285714,1,ham
138,0.760869565,0,0.210144928,0.028985507,30,0.766666667,3.633333333,0.866666667,ham
135,0.703703704,0,0.2,0.096296296,28,0.642857143,3.857142857,0.785714286,ham
66,0.833333333,0,0.136363636,0.03030303,10,0.7,5.7,1,ham
40,0.775,0,0.125,0.1,6,0.833333333,5.833333333,1,ham
40,0.8,0,0.175,0.025,8,0.75,4.125,1,ham
70,0.757142857,0,0.185714286,0.057142857,14,0.928571429,4.071428571,0.857142857,ham
157,0.694267516,0,0.197452229,0.108280255,32,0.6875,3.9375,0.9375,ham
26,0.653846154,0,0.153846154,0.192307692,5,0.6,4.4,1,ham
32,0.65625,0.03125,0.1875,0.125,7,0.571428571,3.714285714,1,ham
51,0.725490196,0,0.215686275,0.058823529,12,0.666666667,3.333333333,0.916666667,ham
159,0.647798742,0.13836478,0.163522013,0.050314465,27,0.888888889,4.925925926,1,spam
145,0.668965517,0,0.227586207,0.103448276,34,0.794117647,3.294117647,0.617647059,ham
102,0.764705882,0.019607843,0.205882353,0.009803922,22,0.727272727,3.681818182,1,ham
45,0.777777778,0,0.177777778,0.044444444,9,1,4.111111111,1,ham
140,0.75,0,0.214285714,0.035714286,31,0.677419355,3.548387097,0.870967742,ham
92,0.77173913,0,0.195652174,0.032608696,19,0.789473684,3.894736842,0.947368421,ham
26,0.769230769,0,0.192307692,0.038461538,6,0.666666667,3.5,1,ham
134,0.71641791,0.014925373,0.201492537,0.067164179,28,0.75,3.821428571,0.892857143,ham
37,0.810810811,0,0.189189189,0,8,0.75,3.75,1,ham
22,0.772727273,0,0.181818182,0.045454545,5,1,3.6,1,ham
22,0.818181818,0,0.136363636,0.045454545,4,1,4.75,1,ham
32,0.6875,0.03125,0.1875,0.09375,7,0.571428571,3.714285714,1,ham
66,0.5,0.287878788,0.166666667,0.045454545,12,0.75,4.583333333,1,spam
108,0.759259259,0,0.203703704,0.037037037,23,0.826086957,3.739130435,0.913043478,ham
36,0.583333333,0.055555556,0.25,0.111111111,10,0.5,2.7,1,ham
99,0.636363636,0.151515152,0.181818182,0.03030303,19,0.789473684,4.263157895,1,spam
139,0.776978417,0,0.194244604,0.028776978,28,0.607142857,4,0.857142857,ham
51,0.745098039,0,0.156862745,0.098039216,9,0.777777778,4.777777778,1,ham
46,0.804347826,0,0.195652174,0,10,0.7,3.7,1,ham
149,0.697986577,0.11409396,0.187919463,0,29,0.75862069,4.172413793,0.931034483,spam
63,0.746031746,0,0.206349206,0.047619048,14,0.785714286,3.571428571,1,ham
95,0.789473684,0,0.168421053,0.042105263,17,0.941176471,4.647058824,1,ham
69,0.753623188,0.014492754,0.217391304,0.014492754,16,0.6875,3.375,1,ham
108,0.694444444,0,0.203703704,0.101851852,23,0.739130435,3.739130435,0.913043478,ham
55,0.781818182,0,0.145454545,0.072727273,9,1,5.222222222,1,ham
27,0.814814815,0,0.185185185,0,6,0.666666667,3.666666667,1,ham
33,0.757575758,0,0.212121212,0.03030303,8,0.5,3.25,1,ham
126,0.571428571,0.19047619,0.142857143,0.095238095,19,0.789473684,5.684210526,0.947368421,spam
142,0.654929577,0.133802817,0.161971831,0.049295775,24,0.875,4.958333333,1,spam
148,0.533783784,0.27027027,0.135135135,0.060810811,21,0.857142857,6.095238095,1,spam
24,0.791666667,0,0.166666667,0.041666667,5,0.8,4,1,ham
146,0.760273973,0,0.184931507,0.054794521,28,0.714285714,4.25,0.857142857,ham
24,0.708333333,0,0.208333333,0.083333333,6,0.666666667,3.166666667,1,ham
29,0.793103448,0,0.206896552,0,7,0.857142857,3.285714286,1,ham
86,0.709302326,0.127906977,0.139534884,0.023255814,13,0.923076923,5.692307692,1,spam
87,0.781609195,0,0.183908046,0.034482759,17,0.941176471,4.176470588,0.941176471,ham
38,0.736842105,0,0.184210526,0.078947368,8,0.875,3.875,1,ham
104,0.778846154,0,0.144230769,0.076923077,16,0.875,5.5625,1,ham
59,0.728813559,0,0.203389831,0.06779661,13,0.769230769,3.615384615,1,ham
38,0.789473684,0,0.184210526,0.026315789,8,0.75,3.875,1,ham
38,0.789473684,0,0.184210526,0.026315789,8,0.75,3.875,1,ham
22,0.727272727,0,0.136363636,0.136363636,4,1,4.75,1,ham
25,0.8,0,0.2,0,6,0.833333333,3.333333333,1,ham
134,0.619402985,0.201492537,0.119402985,0.059701493,17,0.941176471,6.941176471,1,spam
87,0.804597701,0,0.195402299,0,18,0.666666667,3.888888889,0.944444444,ham
19,0.684210526,0,0.157894737,0.157894737,4,1,4,1,ham
65,0.753846154,0,0.2,0.046153846,14,0.714285714,3.714285714,1,ham
140,0.7,0.078571429,0.207142857,0.014285714,30,0.7,3.7,0.866666667,spam
156,0.730769231,0.006410256,0.205128205,0.057692308,33,0.606060606,3.757575758,0.939393939,ham
22,0.863636364,0,0.136363636,0,4,0.75,4.75,1,ham
107,0.738317757,0.028037383,0.224299065,0.009345794,25,0.68,3.32,0.92,ham
65,0.769230769,0,0.184615385,0.046153846,13,0.692307692,4.076923077,0.923076923,ham
149,0.765100671,0.006711409,0.174496644,0.053691275,27,0.740740741,4.555555556,0.851851852,ham
137,0.773722628,0,0.197080292,0.02919708,28,0.785714286,3.928571429,0.857142857,ham
25,0.8,0,0.12,0.08,4,0.75,5.5,1,ham
60,0.683333333,0,0.183333333,0.133333333,12,0.666666667,4.083333333,0.916666667,ham
103,0.796116505,0,0.174757282,0.029126214,19,0.789473684,4.473684211,0.789473684,ham
35,0.685714286,0,0.228571429,0.142857143,9,0.444444444,3.222222222,0.666666667,ham
58,0.74137931,0,0.172413793,0.086206897,11,0.818181818,4.363636364,1,ham
87,0.816091954,0,0.172413793,0.011494253,16,0.75,4.5,0.9375,ham
56,0.75,0,0.214285714,0.035714286,13,0.692307692,3.384615385,1,ham
122,0.81147541,0,0.172131148,0.016393443,22,0.818181818,4.590909091,0.909090909,ham
66,0.772727273,0.015151515,0.196969697,0.015151515,14,0.785714286,3.785714286,1,ham
66,0.772727273,0,0.212121212,0.015151515,15,0.666666667,3.466666667,0.933333333,ham
102,0.754901961,0.009803922,0.215686275,0.019607843,23,0.739130435,3.47826087,1,ham
130,0.723076923,0.076923077,0.184615385,0.015384615,25,0.68,4.24,0.96,spam
150,0.66,0.14,0.16,0.04,25,0.8,5.04,0.76,spam
35,0.771428571,0,0.2,0.028571429,8,0.625,3.5,0.75,ham
8,0.75,0,0.125,0.125,2,0.5,3.5,1,ham
62,0.790322581,0,0.193548387,0.016129032,13,0.615384615,3.846153846,0.923076923,ham
58,0.74137931,0,0.172413793,0.086206897,11,0.909090909,4.363636364,1,ham
141,0.723404255,0.04964539,0.14893617,0.078014184,22,0.727272727,5.454545455,0.909090909,spam
20,0.65,0,0.2,0.15,5,0.4,3.2,1,ham
99,0.797979798,0,0.181818182,0.02020202,19,0.842105263,4.263157895,0.947368421,ham
51,0.666666667,0,0.176470588,0.156862745,10,0.8,4.2,0.9,ham
35,0.771428571,0,0.2,0.028571429,8,0.625,3.5,1,ham
53,0.79245283,0,0.188679245,0.018867925,11,0.727272727,3.909090909,1,ham
